Player name ,Nation,Position,Squad,Compition,Age,Born year,Match played,Starts,MIn,90s,Goal,Assist,Goal + Assist,Goal+Penalty kick,Penalty Kick,Penalty Kick Attempted,Yellow Card,Red Card,Expected Goal,Non-penalty Expected Goal,Expected Assisted Goal,Non-penalty Expected Goal + Expected Assisted Goal,Progressive Carries,Progressive Passes,Progressive Passes Receive
Sardar Azmoun,IRN,"FW,MF",Leverkusen,Bundesliga,28-086,1995,14,5,557,6.2,2,1,3,2,0,0,1,0,2.4,2.4,2.1,4.5,5,25,38
César Azpilicueta,ESP,DF,Chelsea,Premier League,33-212,1989,19,11,"1,106",12.3,0.3,3,0.3,1,0,0,1.3,0,17,59,60,0.08,0.03,0.11,0.03
Sanoussy Ba,GER,DF,RB Leipzig,Bundesliga,19-082,2004,1,1,,,,,,,0,0,,0,0,0,0,0,0,0,0
Iddrisu Baba,GHA,MF,Mallorca,La Liga,27-065,1996,19,14,"1,141",12.7,0.4,4,0.4,0.2,0,0,0.6,0,3,35,6,0.02,0.03,0.05,0.03
Srdan Babic,SRB,DF,Almería,La Liga,26-340,1996,23,22,"2,025",22.5,1,1,1,3,0,0,0.9,0,0.9,0.2,1.1,47,17,4,0.04
Loïc Bade,FRA,DF,Sevilla,La Liga,22-351,2000,8,7,628,7,0.1,2,0.1,0.1,0,0,0.2,0,5,27,2,,,,
Loïc Bade,FRA,DF,Rennes,Ligue 1,22-351,2000,1,1,90,1,0.2,1,1,1,0,0,0.2,0,,0.1,0.3,3,,,
Édgar Badía,ESP,GK,Elche,La Liga,31-044,1992,26,26,"2,340",26,0,2,0,0,0,0,0,0,0,0,0,,0,0,0
Benoît Badiashile,FRA,DF,Chelsea,Premier League,22-002,2001,8,7,635,7.1,0.8,1,0.8,0.5,0,0,1.3,0,9,43,1,,,,
Benoît Badiashile,FRA,DF,Monaco,Ligue 1,22-002,2001,11,9,839,9.3,2,2,2,3,0,0,0.6,0,0.6,0.4,1,39,3,0.21,0.21
Alex Baena,ESP,"MF,FW",Villarreal,La Liga,21-251,2001,23,12,"1,294",14.4,4,1,5,4,0,0,12,0.42,2.1,1,2.1,3.9,35,6,73
Jaime Báez,URU,DF,Cremonese,Serie A,27-337,1995,2,1,96,1.1,0.1,0.1,0.1,0.3,0,0,4,0,5,8,,,,,
Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,25-231,1997,26,21,"1,609",17.9,4,3,7,4,0,0,4,0,4.8,4.8,3.3,8.1,69,26,151
Eric Bailly,CIV,DF,Marseille,Ligue 1,28-350,1994,11,4,433,4.8,0.2,1,0.2,0.2,0,0,6,0,3,3,,0,,,
Dénys Bain,FRA,DF,Auxerre,Ligue 1,29-269,1993,2,1,126,1.4,,3,,,0,0,,0,0,0,0,0,0,,
Brandon Baiye,BEL,MF,Clermont Foot,Ligue 1,22-091,2000,7,51,0.6,0.1,,0.1,2,,0,0,,0,0,,,0,0,,
Stefan Bajcetic,ESP,MF,Liverpool,Premier League,18-157,2004,11,6,526,5.8,1,1,1,2,0,0,0.8,0,0.8,0.4,1.2,24,10,1,
Nedim Bajrami,ALB,"MF,FW",Empoli,Serie A,24-028,1999,19,8,940,10.4,1,1,2,1,0,0,1,0,1.2,1.2,1.2,2.4,22,29,47
Nedim Bajrami,ALB,FW,Sassuolo,Serie A,24-028,1999,7,2,317,3.5,1,1,1,1.3,0,0,0.5,0,1.3,1.9,16,27,7,,
Cédric Bakambu,COD,MF,Marseille,Ligue 1,31-351,1991,3,59,0.7,1,1,1,1,1,0,0,4,0,0,,,,,,
Tiemoué Bakayoko,FRA,MF,Milan,Serie A,28-223,1994,2,33,0.4,2,,1,,,0,0,,0,0,0,0,0,0,,
Mitchel Bakker,NED,"DF,MF",Leverkusen,Bundesliga,22-281,2000,20,13,"1,155",12.8,3,2,5,3,0,0,4,0.24,1.4,1,1.4,1.7,20,3.1,45
Ridle Baku,GER,"DF,FW",Wolfsburg,Bundesliga,24-354,1998,25,22,"2,016",22.4,5,1,6,5,0,0,4,0,2.5,2.5,2.9,5.5,41,105,113
Tommaso Baldanzi,ITA,MF,Empoli,Serie A,20-005,2003,18,16,"1,158",12.9,4,4,4,1,0,0,1.4,0,1.4,0.9,2.3,54,39,59,0.31
Alejandro Balde,ESP,DF,Barcelona,La Liga,19-161,2003,23,20,"1,660",18.4,0.4,5,5,3,0,0,0.4,0,60,3.5,4,53,0.02,144,0.27
Thierno Balde,FRA,DF,Troyes,Ligue 1,20-291,2002,23,19,"1,627",18.1,0.3,1,0.3,0.8,0,0,1.1,0,46,49,85,0.04,0.02,0.06,0.02
Carlos Baleba,CMR,MF,Lille,Ligue 1,19-084,2004,13,3,288,3.2,0.3,2,1,0.3,0,0,0.1,0,12,0.3,21,6,,,
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,35-027,1988,3,1,115,1.3,,7,6,,0,0,,0,,,,0,0,,
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,24-061,1999,27,24,"2,063",22.9,0.5,1,1,5,0,0,1,0,11,0.5,0.1,0.7,0.02,71,13
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,31-086,1992,25,25,"2,181",24.2,0.3,5,0.3,2.3,0,0,2.6,0,53,95,101,0.09,0.01,0.11,0.01
Fodé Ballo-Touré,SEN,DF,Milan,Serie A,26-084,1997,4,3,286,3.2,1,1,1,0.4,0,0,0.1,0,0.4,0.5,13,21,8,,
Folarin Balogun,ENG,FW,Reims,Ligue 1,21-268,2001,27,24,"2,119",23.5,17,1,18,13,0,0.71,4,0.61,18.5,5,3,14.4,41,2.3,16.7
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,32-337,1990,11,5,648,7.2,6,2,0.3,0.3,0,0,23,0,0,11,,0,,,
Jonathan Bamba,FRA,FW,Lille,Ligue 1,27-002,1996,24,22,"1,976",22,5,5,10,5,0,0,5,0,5.8,5.8,4.8,10.6,84,113,240
Patrick Bamford,ENG,FW,Leeds United,Premier League,29-204,1993,19,11,956,10.6,2,2,4,2,0,0,1,0.54,5.6,1,4.8,0.9,10,5.7,18
Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,22-058,2001,26,13,"1,180",13.1,1,1,2,1,0,0,4,0,1.8,1.8,1,2.8,54,19,112
Filippo Bandinelli,ITA,MF,Empoli,Serie A,27-364,1995,26,21,"1,739",19.3,2,2,2,6,0,0,1.4,0,1.4,2.3,3.7,77,30,75,0.1
Léo Baptistão,BRA,"FW,MF",Almería,La Liga,30-214,1992,21,17,"1,244",13.8,3,1,4,3,0,0,6,0,3.4,3.4,1,4.4,27,38,58
Shandon Baptiste,GRN,MF,Brentford,Premier League,24-354,1998,14,4,454,5,0.2,3,1,0.2,0,0,0.7,0,8,0.9,33,19,,,
Antonín Barák,CZE,MF,Hellas Verona,Serie A,28-115,1994,1,25,0.3,2,,1,,,0,0,,0,0,0,0,0,0,,
Antonín Barák,CZE,MF,Fiorentina,Serie A,28-115,1994,22,15,"1,318",14.6,2,2,2,3,0,0,1.9,0,1.9,1.4,3.3,65,32,76,0.14
Andrea Barberis,ITA,MF,Monza,Serie A,29-107,1993,7,3,316,3.5,0.1,1,1,0.1,0,0,0.3,0,3,0.4,13,,,,
Bradley Barcola,FRA,"FW,MF",Lyon,Ligue 1,20-207,2002,18,8,777,8.6,3,3,6,3,0,0,1,0,2.2,2.2,1.9,4.1,30,23,89
Melvin Bard,FRA,DF,Nice,Ligue 1,22-142,2000,23,19,"1,723",19.1,0.4,5,0.4,0.7,0,0,1,0,32,57,82,0.03,0.02,0.05,0.02
Keidi Bare,ALB,MF,Espanyol,La Liga,25-212,1997,11,3,330,3.7,0.5,0.5,0.2,0.7,0,0,15,0,4,6,,,,,
Nicolò Barella,ITA,MF,Inter,Serie A,26-049,1997,26,24,"2,010",22.3,5,6,11,5,0,0,5,0,2.6,2.6,4.9,7.5,62,155,138
Kike Barja,ESP,"FW,MF",Osasuna,La Liga,25-361,1997,16,7,639,7.1,1,2,3,1,0,0,1,0,0.3,0.3,1.6,1.9,39,21,103
Ross Barkley,ENG,"MF,FW",Nice,Ligue 1,29-113,1993,19,7,701,7.8,3,2,5,3,0,0,1,0,3.4,3.4,1.2,4.6,18,28,36
Aymen Barkok,MAR,MF,Mainz 05,Bundesliga,24-311,1998,16,2,399,4.4,0.4,1,1,1,0,0,0.4,0,11,0.3,0.8,26,,23,
Harvey Barnes,ENG,"MF,FW",Leicester City,Premier League,25-109,1997,25,24,"2,036",22.6,9,1,10,9,0,0,2,0,7.4,7.4,2.1,9.5,73,55,209
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,23-084,2000,23,17,"1,499",16.7,2,3,5,2,0,0,4,0,1.9,1.9,2,3.9,12,40,36
Enzo Barrenechea,ARG,MF,Juventus,Serie A,21-310,2001,2,2,113,1.3,0.1,0.1,0.1,5,0,0,,0,1,,,,,,
Ander Barrenetxea,ESP,"DF,FW",Real Sociedad,La Liga,21-091,2001,11,5,411,4.6,2,2,2,3,0,0,1.2,0,1.2,1.2,12,14,7,,
Mickaël Barreto,FRA,MF,Ajaccio,Ligue 1,32-069,1991,12,7,715,7.9,0.4,1,1,1,0,0,0.4,0,14,1.4,1.8,51,,34,
Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,19-286,2003,10,5,439,4.9,0.3,1,1,1,0,0,0.3,0,11,0.6,0.9,30,,17,
Musa Barrow,GAM,"FW,MF",Bologna,Serie A,24-134,1998,21,15,"1,198",13.3,2,2,4,2,0,0,2,0,2,2,2.8,4.7,32,28,79
Federico Baschirotto,ITA,DF,Lecce,Serie A,26-189,1996,26,26,"2,340",26,3,3,3,5,0,0,1.5,0,1.5,0.3,1.8,69,8,9,0.12
Toma Bašic,CRO,MF,Lazio,Serie A,26-123,1996,18,4,422,4.7,0.5,2,0.5,0.3,0,0,0.8,0,11,15,20,,,,
Gil Bastião Dias,POR,FW,Stuttgart,Bundesliga,26-181,1996,7,6,398,4.4,1,1,1,0.5,0,0,0.7,0,0.5,1.2,14,33,16,,
Alessandro Bastoni,ITA,DF,Inter,Serie A,23-349,1999,21,19,"1,627",18.1,1,2,2,2,0,0,1,0,36,1.7,2.7,119,0.06,36,0.11
Simone Bastoni,ITA,"MF,DF",Spezia,Serie A,26-143,1996,13,12,946,10.5,2,2,4,2,0,0,4,0,1.1,1.1,0.9,2,12,24,55
Rodrigo Battaglia,ARG,MF,Mallorca,La Liga,31-259,1991,15,8,686,7.6,0.2,5,0.2,0.2,0,0,19,0,3,3,,,,,
Maximilian Bauer,GER,DF,Augsburg,Bundesliga,23-047,2000,19,14,"1,233",13.7,1.6,6,1.6,0.3,0,0,1.9,0,8,25,2,0.02,0.12,0.14,0.12
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,32-299,1990,25,25,"2,250",25,0,1,1,0,0,0,0,0,0,0,0,,0,0,0
Timo Baumgartl,GER,DF,Union Berlin,Bundesliga,27-024,1996,7,6,517,5.7,0.2,1,0.2,0.1,0,0,0.3,0,3,22,2,,,,
Julian Baumgartlinger,AUT,MF,Augsburg,Bundesliga,35-085,1988,12,3,463,5.1,0.3,0.3,0.1,0.4,0,0,19,0,1,,,,,,
Christoph Baumgartner,AUT,"MF,FW",Hoffenheim,Bundesliga,23-239,1999,24,24,"1,910",21.2,5,3,8,5,0,0,5,0,5.5,5.5,3.9,9.4,59,80,113
Cyrille Bayala,BFA,MF,Ajaccio,Ligue 1,26-308,1996,27,21,"1,642",18.2,1,1,2,1,0,0,3,0.21,1.9,1,1.9,1.8,40,3.8,58
Brian Bayeye,FRA,DF,Torino,Serie A,22-271,2000,1,1,54,0.6,3,3,3,,0,0,,0,0,0,0,0,,,
Noah Joel Sarenren Bazee,NGA,FW,Augsburg,Bundesliga,26-219,1996,1,9,0.1,0.1,,0.1,,,0,0,,0,0,,,0,0,,
Gavin Bazunu,IRL,GK,Southampton,Premier League,21-036,2002,28,28,"2,520",28,0,0.1,0.1,1,0,0,0,0,0,0,0,,0,0,0
Bebé,CPV,FW,Rayo Vallecano,La Liga,32-259,1990,4,60,0.7,1,0.1,0.1,0.1,0.2,0,0,1,0,5,10,,,,,
Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,28-339,1994,10,8,636,7.1,3,3,3,2.1,0,0,0.3,0,2.1,2.4,8,52,11,,
Rodrigo Becão,BRA,DF,Udinese,Serie A,27-068,1996,21,21,"1,862",20.7,2,1,3,2,0,0,10,0,1.2,1.2,0.6,1.8,7,73,38
Mads Bech Sørensen,DEN,"DF,MF",Brentford,Premier League,24-080,1999,4,21,0.2,1,,,,,0,0,,0,0,0,0,0,0,,0
Julius Beck,DEN,MF,Spezia,Serie A,17-335,2005,1,10,0.1,2,,,,,0,0,,0,0,0,0,0,0,,0
Sheraldo Becker,SUR,FW,Union Berlin,Bundesliga,28-047,1995,25,24,"1,797",20,7,4,11,7,0,0,1,0,3.1,3.1,3.1,6.2,62,26,148
Jan Bednarek,POL,DF,Southampton,Premier League,26-350,1996,10,10,822,9.1,0.4,1,0.4,0.1,0,0,0.5,0,1,18,2,0.01,0.04,0.05,0.04
Jan Bednarek,POL,DF,Aston Villa,Premier League,26-350,1996,3,1,100,1.1,1,5,,,0,0,,0,0,0,0,0,,,
Donny van de Beek,NED,MF,Manchester Utd,Premier League,25-344,1997,7,2,167,1.9,0.1,0.1,0.1,0.2,0,0,6,0,2,20,,,,,
Asmir Begovic,BIH,GK,Everton,Premier League,35-281,1987,1,1,90,1,,,,,0,0,,0,0,0,0,0,0,,0
Yanis Begraoui,FRA,"FW,MF",Toulouse,Ligue 1,21-267,2001,3,1,65,0.7,1,0.3,0.3,3,0,0,3,0,0,,,0,,,
Kevin Behrens,GER,FW,Union Berlin,Bundesliga,32-053,1991,25,9,949,10.5,5,1,6,5,0,0,3,0,2,2,0.7,2.7,6,40,52
Alexis Beka Beka,FRA,"MF,DF",Nice,Ligue 1,21-364,2001,10,5,384,4.3,0.1,1,0.1,0.1,0,0,21,0,11,18,,,,,
Jérémie Bela,ANG,"DF,MF",Clermont Foot,Ligue 1,29-354,1993,16,7,693,7.7,1,1,2,1,0,0,0.5,0,0.5,0.2,0.8,22,21,48,
Reda Belahyane,FRA,MF,Nice,Ligue 1,18-300,2004,1,12,0.1,0.1,0.1,0.1,,,0,0,,0,1,,,0,,,
Youcef Belaïli,ALG,"MF,FW",Ajaccio,Ligue 1,31-014,1992,16,14,"1,089",12.1,6,3,9,1,0,0.43,5,0.15,6.1,6,2,1.8,31,3.5,5.3
Youcef Belaïli,ALG,"FW,MF",Brest,Ligue 1,31-014,1992,6,4,356,4,0.6,2,2,3,0,0,0.6,0,16,0.8,1.4,14,,31,
Haris Belkebla,ALG,MF,Brest,Ligue 1,29-059,1994,28,20,"1,813",20.1,1,1,1,3,0,0,0.4,0,0.4,0.6,1,89,14,27,0.05
Stefan Bell,GER,DF,Mainz 05,Bundesliga,31-216,1991,21,17,"1,590",17.7,0.7,1,1,6,0,0,0.7,0,9,0.5,1.1,62,0.04,7,0.06
Armel Bella Kotchap,GER,DF,Southampton,Premier League,21-107,2001,19,19,"1,482",16.5,0.8,1,1,3,0,0,0.8,0,6,0.5,1.3,33,0.05,2,0.06
Raoul Bellanova,ITA,"DF,MF",Inter,Serie A,22-315,2000,11,167,1.9,0.3,0.3,0.1,0.4,4,0,0,17,0,8,,,,,,
Karim Bellarabi,GER,FW,Leverkusen,Bundesliga,32-354,1990,6,1,82,0.9,3,3,10,,0,0,,0,0,0,0,0,,,
Jean-Ricner Bellegarde,FRA,MF,Strasbourg,Ligue 1,24-274,1998,20,19,"1,622",18,1,5,6,1,0,0,3,0,1.5,1.5,3.7,5.2,68,111,74
Héctor Bellerín,ESP,DF,Barcelona,La Liga,28-009,1995,3,1,143,1.6,2,0.1,0.1,13,0,0,6,0,0,,,0,,,
Jude Bellingham,ENG,MF,Dortmund,Bundesliga,19-272,2003,24,23,"2,075",23.1,4,4,8,4,0,0,6,0,4.9,4.9,3.3,8.2,70,199,103
Jeanöel Belocian,FRA,DF,Rennes,Ligue 1,18-039,2005,2,1,98,1.1,,3,,,0,0,,0,0,0,0,0,0,,
Andrea Belotti,ITA,FW,Roma,Serie A,29-098,1993,22,4,614,6.8,2.3,1,1.5,0.7,0,0,2.1,0,13,5,50,,,,
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,24-053,1999,26,24,"2,099",23.3,0.7,1,1,4,0,0,0.7,0,21,1.3,1.9,98,0.03,20,0.04
Eliesse Ben Seghir,FRA,"FW,MF",Monaco,Ligue 1,18-040,2005,10,9,681,7.6,3,1,4,3,0,0,1,0,1.6,1.6,0.9,2.5,24,37,64
Salim Ben Seghir,FRA,MF,Marseille,Ligue 1,20-032,2003,1,4,,,,,,,0,0,,0,0,0,0,0,0,0,0
Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,32-228,1990,24,20,"1,468",16.3,17,4,21,13,0,0.75,4,0.58,13.5,5,2,9.5,39,2.7,12.2
Marco Benassi,ITA,DF,Fiorentina,Serie A,28-201,1994,2,1,93,1,,0.1,0.1,9,0,0,6,0,0,,,0,0,,
Marco Benassi,ITA,MF,Cremonese,Serie A,28-201,1994,9,7,664,7.4,0.7,1,0.7,0.4,0,0,1.1,0,9,20,24,,,,
Ismaël Bennacer,ALG,MF,Milan,Serie A,25-117,1997,22,19,"1,625",18.1,1,2,3,1,0,0,5,0,0.5,0.5,3,3.5,24,115,35
Saïd Benrahma,ALG,"FW,MF",West Ham,Premier League,27-230,1995,24,15,"1,429",15.9,4,3,7,1,0,0,3,0.36,5.1,3,2.8,3,71,5.8,51
Ramy Bensebaini,ALG,DF,M'Gladbach,Bundesliga,27-346,1995,21,21,"1,874",20.8,5,5,4,1,0,0,1,0.22,3.9,5,1,3.1,32,1.5,4.6
Nabil Bentaleb,ALG,MF,Angers,Ligue 1,28-124,1994,23,22,"1,905",21.2,3,3,6,2,0.12,0.05,1,0.16,1.8,1,4,1,28,1,1.6
Rodrigo Bentancur,URU,MF,Tottenham,Premier League,25-276,1997,18,17,"1,500",16.7,5,2,7,5,0,0,8,0,2.2,2.2,0.8,3.1,26,76,19
Karim Benzema,FRA,FW,Real Madrid,La Liga,35-099,1987,16,16,"1,393",15.5,11,3,14,6,0,0.8,5,0.55,13.5,6,1,8.5,46,3.8,12.3
Domenico Berardi,ITA,FW,Sassuolo,Serie A,28-239,1994,17,14,"1,174",13,6,5,11,2,0,0.49,4,0.25,7.2,5,5,3.3,28,3.2,6.4
Yuri Berchiche,ESP,DF,Athletic Club,La Liga,33-046,1990,17,15,"1,326",14.7,1,1,2,1,0,0,7,0.11,0.8,1,0.8,0.8,32,1.6,90
Álex Berenguer,ESP,FW,Athletic Club,La Liga,27-267,1995,25,19,"1,633",18.1,3,1,4,3,0,0,3.4,0,3.4,3,6.4,60,41,174,0.06
Bartosz Bereszynski,POL,DF,Sampdoria,Serie A,30-259,1992,15,15,"1,198",13.3,0.1,1,0.1,0.1,0,0,0.2,0,20,44,40,0.01,0.01,0.02,0.01
Patrick Berg,NOR,"MF,FW",Lens,Ligue 1,25-124,1997,3,25,0.3,3,,4,,,0,0,,0,0,,,0,0,,
Mitchell van Bergen,NED,"FW,DF",Reims,Ligue 1,23-213,1999,23,5,761,8.5,1.8,1,1,1,0,0,1.8,0,42,2.5,4.2,16,,64,
Mergim Berisha,GER,FW,Augsburg,Bundesliga,24-321,1998,19,18,"1,508",16.8,8,4,12,5,0.43,0.27,3,0.62,7.7,4,9,1,18,4.5,2.7
Quentin Bernard,FRA,DF,Auxerre,Ligue 1,33-264,1989,7,7,630,7,4,1,1,0.6,0,0,0.6,0,0,27,14,,,,
Paul Bernardoni,FRA,GK,Angers,Ligue 1,25-344,1997,20,20,"1,800",20,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Juan Bernat,ESP,DF,Paris S-G,Ligue 1,30-027,1993,21,12,"1,139",12.7,1,3,4,1,0,0,1,0,0.9,0.9,2.3,3.2,18,22,96
Victor Bernth Kristiansen,DEN,DF,Leicester City,Premier League,20-102,2002,4,4,350,3.9,0.1,0.1,0.5,0.6,0,0,15,0,12,8,,,,,
Jason Berthomier,FRA,MF,Clermont Foot,Ligue 1,33-081,1990,2,23,0.3,1,,2,,,0,0,,0,0,0,0,0,0,,
Beto,GNB,FW,Udinese,Serie A,25-056,1998,27,19,"1,709",19,9,1,10,9,0,0,2,0,8.3,8.3,2,10.3,20,10,103
Owen Bevan,WAL,DF,Bournemouth,Premier League,19-153,2003,1,9,0.1,,,,,,0,0,,0,0,0,0,0,0,0,0
Matteo Bianchetti,ITA,DF,Cremonese,Serie A,30-011,1993,20,18,"1,693",18.8,1,1,1,3,0,0,0.7,0,0.7,0.3,1,38,6,3,0.05
Alessandro Bianco,ITA,MF,Fiorentina,Serie A,20-178,2002,3,2,112,1.2,0.1,0.1,0.1,6,0,0,2,0,3,,,,,,
Giulian Biancone,FRA,DF,Nott'ham Forest,Premier League,22-362,2000,2,17,0.2,1,2,,,,0,0,,0,0,0,0,0,,,0
Ermin Bicakcic,BIH,DF,Hoffenheim,Bundesliga,33-063,1990,6,171,1.9,0.1,0.1,0.1,6,2,0,0,,0,,,,0,,,
Pedro Bigas,ESP,DF,Elche,La Liga,32-194,1990,20,17,"1,443",16,0.8,3,2,0.8,0,0,0.8,0,14,58,0.05,0.05,0.05,0.05,0
Jaka Bijol,SVN,DF,Udinese,Serie A,24-051,1999,22,22,"1,833",20.4,3,1,4,3,0,0,6,0,1.8,1.8,0.9,2.7,2,43,5
El Bilal Touré,MLI,FW,Almería,La Liga,21-176,2001,19,14,"1,169",13,6,2,8,6,0,0,6.1,0,6.1,1.3,7.4,13,18,49,0.15
El Bilal Touré,MLI,FW,Reims,Ligue 1,21-176,2001,3,1,91,1,,0.1,0.1,1,0,0,1,0,,,,,0,,
Philip Billing,DEN,"MF,FW",Bournemouth,Premier League,26-290,1996,26,24,"1,951",21.7,6,1,7,6,0,0,5,0,2.8,2.8,2.1,4.9,27,54,65
Jean-Claude Billong,CMR,MF,Clermont Foot,Ligue 1,29-090,1993,1,23,0.3,4,,,,,0,0,,0,0,0,0,0,0,,0
Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,30-208,1992,25,23,"1,982",22,1,2,3,1,0,0,1,0,1.5,0.7,4.4,5.1,49,124,90
Samuele Birindelli,ITA,DF,Monza,Serie A,23-252,1999,22,13,"1,087",12.1,1.1,1,1,6,0,0,1.1,0,45,1.8,2.9,33,0.09,96,0.08
Veljko Birmancevic,SRB,"FW,MF",Toulouse,Ligue 1,25-023,1998,19,1,325,3.6,0.4,0.4,0.2,0.6,0,0,14,0,14,38,,,,,
Tom Bischof,GER,"MF,FW",Hoffenheim,Bundesliga,17-273,2005,7,3,263,2.9,0.5,0.5,0.7,1.3,0,0,11,0,7,8,,,,,
Yves Bissouma,MLI,MF,Tottenham,Premier League,26-210,1996,20,8,814,9,0.2,5,0.2,0.5,0,0,0.7,0,10,45,7,0.06,0.02,0.08,0.02
Kristijan Bistrovic,CRO,MF,Lecce,Serie A,24-353,1998,11,5,461,5.1,0.3,0.3,0.4,0.7,0,0,16,0,4,8,,,,,
Leonardo Bittencourt,GER,"MF,DF",Werder Bremen,Bundesliga,29-099,1993,16,14,"1,017",11.3,2,1,3,2,0,0,6,0,0.7,0.7,1.2,2,27,34,61
Marco Bizot,NED,GK,Brest,Ligue 1,32-018,1991,27,27,"2,430",27,0,4,0,0,0,0,0,0,0,0,0,,0,0,0
Blanco,ESP,MF,Cádiz,La Liga,22-248,2000,3,2,158,1.8,1,2,2,,0,0,,0,0,,,0,,,
Lautaro Blanco,ARG,"DF,MF",Elche,La Liga,24-037,1999,8,2,289,3.2,6,1,1,1,0,0,0.5,0,0,0.5,11,16,,,
Rubén Blanco,ESP,GK,Marseille,Ligue 1,27-246,1995,4,4,360,4,,,,,0,0,,0,0,0,0,0,0,,0
Ludovic Blas,FRA,"FW,MF",Nantes,Ligue 1,25-087,1997,27,22,"2,050",22.8,6,2,8,4,0,0.35,2,0.19,7.3,4,2,4.4,83,3.6,8
Janis Blaswich,GER,GK,RB Leipzig,Bundesliga,31-330,1991,18,18,"1,620",18,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Miha Blažic,SVN,DF,Angers,Ligue 1,29-324,1993,21,20,"1,772",19.7,2,2,2,4,0,0,1.5,0,1.5,0.1,1.5,53,0.1,0.1,0.1
Joaquín Blázquez,ARG,GK,Brest,Ligue 1,22-059,2001,1,1,90,1,,,,,0,0,,0,0,0,0,0,0,,0
Alexis Blin,FRA,"MF,DF",Lecce,Serie A,26-193,1996,25,17,"1,608",17.9,1,1,1,4,0,0,1.1,0,1.1,0.4,1.5,70,12,22,0.06
Daley Blind,NED,"DF,MF",Bayern Munich,Bundesliga,33-019,1990,4,1,134,1.5,0.1,0.1,0.1,0.1,0,0,10,0,,,,,,,
Myron Boadu,NED,FW,Monaco,Ligue 1,22-073,2001,8,1,132,1.5,2,2,2,0.8,0,0,0.1,0,0.8,0.9,2,7,2,,
Jérôme Boateng,GER,DF,Lyon,Ligue 1,34-206,1988,6,4,315,3.5,,0.2,0.2,6,0,0,,0,0,,,0,0,,
Kevin-Prince Boateng,GHA,MF,Hertha BSC,Bundesliga,36-022,1987,11,1,171,1.9,,1,0.1,0.1,0,0,12,0,0,12,,0,0,,
Antonin Bobichon,FRA,MF,Angers,Ligue 1,27-195,1995,3,18,0.2,0.1,0.1,0.2,0.3,4,0,0,8,0,2,,,,,,
Jean-Paul Boëtius,NED,MF,Hertha BSC,Bundesliga,29-006,1994,18,8,851,9.5,0.5,2,0.5,0.7,0,0,1.2,0,3,47,23,0.07,0.06,0.13,0.06
Jeremie Boga,CIV,"MF,FW",Atalanta,Serie A,26-084,1997,17,5,585,6.5,1,5,6,1,0,0,0.9,0,0.9,2.2,3.1,40,47,60,
Emil Bohinen,NOR,MF,Salernitana,Serie A,24-016,1999,13,6,492,5.5,0.1,0.1,0.4,0.5,0,0,18,0,6,7,,,,,
Quentin Boisgard,FRA,MF,Lorient,Ligue 1,26-011,1997,5,1,184,2,1,1,1,1,0,0,0.4,0,0.4,0.1,0.5,11,7,15,
Willy Boly,CIV,DF,Nott'ham Forest,Premier League,32-053,1991,8,8,592,6.6,1,1,1,2,0,0,0.2,0,0,0.2,10,,,,
Giacomo Bonaventura,ITA,MF,Fiorentina,Serie A,33-218,1989,23,18,"1,556",17.3,3,3,3,4,0,0,3.4,0,3.4,1.8,5.2,81,49,74,0.17
Federico Bonazzoli,ITA,"FW,MF",Salernitana,Serie A,25-311,1997,22,12,"1,075",11.9,2,1,3,2,0,0,1,0,2.3,2.3,1.1,3.4,11,42,67
Warren Bondo,FRA,MF,Monza,Serie A,19-194,2003,4,60,0.7,1,0.1,0.1,0.1,5,0,0,2,0,3,,,0,,,
Theo Bongonda,COD,"MF,FW",Cádiz,La Liga,27-128,1995,19,15,"1,159",12.9,2,2,4,2,0,0,2.8,0,2.8,0.7,3.4,16,32,66,0.16
Kevin Bonifazi,ITA,DF,Bologna,Serie A,26-313,1996,7,4,416,4.6,0.2,1,0.2,0.2,0,0,12,0,3,,,0,,,
Leonardo Bonucci,ITA,DF,Juventus,Serie A,35-331,1987,13,7,692,7.7,1,1,1,1,0,0,1,0,0.9,0.1,0.2,0.3,2,24,1
Neto Borges,BRA,DF,Clermont Foot,Ligue 1,26-196,1996,25,25,"2,161",24,2,2,2,4,0,0,1,0,2.8,2.8,2.1,4.9,44,73,125
Yvandro Borges Sanches,LUX,"FW,MF",M'Gladbach,Bundesliga,18-308,2004,3,28,0.3,0.1,0.1,0.1,5,,0,0,,0,1,,,0,,,
