Player name ,Nation,Position,Squad,League,Age,Birth Year,Matches Played,Starts,Minutes Played,Per90,Goal,Assist,Goal n Assist,Goal n Penalty Kick,Expected Goal,NonPenalty Expected Goal,Expected Assisted Goal,Carries,Passes,Passes Received
Paolo Lebas,POR,MF,Ajaccio,Ligue 1,19-342,2003,1,55,0.6,2.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Benjamin Lecomte,FRA,GK,Espanyol,La Liga,31-336,1991,10,10,899,10.0,0.0,1.0,1.0,0.1,0.0,0.01,0.01,0.0,0.0,0.0
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,31-336,1991,9,9,810,9.0,0.0,0.1,0.1,0.01,0.0,0.01,0.0,0.0,0.0,0.0
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,30-043,1993,25,25,"2,250",25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,29-307,1993,23,23,"1,957",21.7,4.0,1.0,5.0,4.0,1.3,1.0,1.3,21.0,2.5,125.0
Diogo Leite,POR,DF,Union Berlin,Bundesliga,24-064,1999,21,20,"1,733",19.3,0.6,1.0,1.0,3.0,15.0,0.6,0.4,0.03,89.0,13.0
Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,24-314,1998,9,7,663,7.4,0.2,0.2,0.2,25.0,5.0, , , , , 
Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,31-312,1991,24,24,"2,028",22.5,4.0,4.0,4.0,6.0,2.6,2.6,0.2,7.0,64.0,1.0
Tan Leka-Schmidt,GER,DF,Freiburg,Bundesliga,20-298,2002,1,6,0.1,1.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,29-328,1993,18,13,"1,253",13.9,0.2,1.0,1.0,1.0,40.0,0.7,0.9,0.02,58.0,0.07
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,27-136,1995,19,11,847,9.4,1.0,2.0,3.0,1.0,0.6,1.6,2.2,27.0,46.0,0.21
Félix Lemaréchal,CIV,MF,Brest,Ligue 1,19-233,2003,5,1,140,1.6,2.0,1.0,0.1,0.1,0.0,1.0, , , , 
Dexter Lembikisa,JAM,DF,Wolves,Premier League,19-144,2003,1,23,0.3,3.0,2.0,3.0, , ,0.0,0.0,0.0, , , 
Mario Lemina,GAB,MF,Wolves,Premier League,29-208,1993,9,8,597,6.6,0.1,3.0,1.0,0.1,3.0,0.3,27.0, , , 
Mario Lemina,GAB,"MF,DF",Nice,Ligue 1,29-208,1993,14,11,838,9.3,0.3,1.0,1.0,0.3,14.0,0.4,46.0,0.03,0.01,0.04
Tim Lemperle,GER,"FW,MF",Köln,Bundesliga,21-051,2002,10,116,1.3,0.1,0.1,1.0,1.2,5.0,1.0, , , , , 
Clément Lenglet,FRA,DF,Tottenham,Premier League,27-284,1995,18,16,"1,372",15.2,0.8,2.0,2.0,2.0,21.0,0.6,1.5,0.06,6.0,0.13
Bernd Leno,GER,GK,Fulham,Premier League,31-024,1992,25,25,"2,250",25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,28-187,1994,17,6,753,8.4,0.5,2.0,2.0,0.5,17.0,2.1,30.0, , , 
Sergio León,ESP,FW,Valladolid,La Liga,34-081,1989,22,12,"1,047",11.6,5.0,1.0,6.0,4.0,3.3,2.0,1.0,15.0,0.8,2.6
Johann Lepenant,FRA,MF,Lyon,Ligue 1,20-157,2002,23,17,"1,573",17.5,1.0,1.0,2.0,1.0,0.8,0.8,0.6,19.0,106.0,38.0
Mehdi Léris,ALG,"MF,DF",Sampdoria,Serie A,24-309,1998,24,21,"1,798",20.0,2.1,1.0,1.0,11.0,38.0,1.1,3.3,0.11,124.0,0.05
Jefferson Lerma,COL,"MF,DF",Bournemouth,Premier League,28-154,1994,26,26,"2,278",25.3,3.0,3.0,3.0,4.0,1.6,0.6,2.2,13.0,21.0,0.12
Benjamin Leroy,FRA,GK,Ajaccio,Ligue 1,33-355,1989,25,25,"2,168",24.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Léo Leroy,FRA,MF,Montpellier,Ligue 1,23-042,2000,18,10,817,9.1,0.8,6.0,0.8,0.8,10.0,42.0,16.0,0.09,0.17,0.09
Ruan Levine,BRA,MF,Ajaccio,Ligue 1,24-068,1999,2,23,0.3,0.2,0.2,0.1,0.3,1.0, , , , , , 
Robert Lewandowski,POL,FW,Barcelona,La Liga,34-219,1988,22,21,"1,767",19.6,15.0,5.0,20.0,15.0,15.0,2.0,1.0,26.0,3.6,17.8
Jamie Leweling,GER,FW,Union Berlin,Bundesliga,22-030,2001,11,172,1.9,1.0,1.0,2.0,1.0,1.0,0.5,0.2,0.7,3.0,12.0, 
Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,25-062,1998,1,8,0.1,1.0, ,1.0, , ,0.0,0.0,0.0,0.0, , 
Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,18-127,2004,10,6,543,6.0,0.1,1.0,0.1,0.8,18.0,31.0,14.0, , , 
Keane Lewis-Potter,ENG,"FW,MF",Brentford,Premier League,22-034,2001,10,3,321,3.6,0.5,1.0,1.0,0.5,8.0,1.7,6.0, , , 
Dimitri Liénard,FRA,"DF,MF",Strasbourg,Ligue 1,35-043,1988,23,18,"1,468",16.3,0.5,4.0,0.5,2.0,22.0,65.0,102.0,0.03,0.15,0.03
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,26-260,1996,23,22,"2,011",22.3,1.0,1.0,1.0,3.0,1.1,0.3,1.4,11.0,2.0,0.04
Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,23-228,1999,22,18,"1,599",17.8,2.0,2.0,2.0,4.0,0.8,0.1,1.0,12.0,8.0,0.11
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,28-254,1994,9,5,542,6.0,1.0,17.0, , ,0.0,0.0,0.0, , , 
Jesper Lindstrøm,DEN,"MF,FW",Eint Frankfurt,Bundesliga,23-027,2000,22,20,"1,530",17.0,7.0,2.0,9.0,7.0,5.8,5.8,2.8,59.0,27.0,125.0
Karol Linetty,POL,MF,Torino,Serie A,28-054,1995,26,19,"1,604",17.8,1.0,1.0,1.0,6.0,0.9,0.8,1.7,22.0,29.0,0.06
Jesse Lingard,ENG,"FW,MF",Nott'ham Forest,Premier League,30-103,1992,16,12,920,10.2,1.0,1.0,1.0,0.7,11.0,33.0,38.0,0.1,0.17,0.1
Pol Lirola,ESP,DF,Elche,La Liga,25-227,1997,9,7,566,6.3,1.0,1.0,1.0,1.0,0.2,0.7,0.9,19.0,29.0, 
Mateusz Lis,POL,GK,Troyes,Ligue 1,26-029,1997,7,7,630,7.0, ,1.0, , ,0.0,0.0,0.0,0.0, , 
Marcin Listkowski,POL,"MF,FW",Lecce,Serie A,25-046,1998,5,77,0.9,0.1,0.1,0.1,1.0,4.0,6.0, , , , , 
Dejan Ljubicic,AUT,MF,Köln,Bundesliga,25-171,1997,18,13,"1,140",12.7,3.0,3.0,3.0,1.0,1.8,1.1,3.0,19.0,56.0,0.24
Javier Llabrés,ESP,FW,Mallorca,La Liga,20-198,2002,1,17,0.2, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0
Diego Llorente,ESP,DF,Leeds United,Premier League,29-224,1993,8,7,649,7.2,0.7,1.0,0.7,0.7,2.0,1.0, , , , 
Diego Llorente,ESP,DF,Roma,Serie A,29-224,1993,2,33,0.4, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,28-057,1995,19,18,"1,434",15.9,1.0,2.0,3.0,1.0,1.4,1.4,2.8,51.0,72.0,113.0
Hugo Lloris,FRA,GK,Tottenham,Premier League,36-092,1986,21,21,"1,890",21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovani Lo Celso,ARG,"MF,FW",Villarreal,La Liga,26-353,1996,11,8,548,6.1,1.0,1.0,1.0,2.0,1.4,0.2,1.6,12.0,34.0, 
Stanislav Lobotka,SVK,MF,Napoli,Serie A,28-123,1994,27,25,"2,265",25.2,1.0,1.0,2.0,1.0,0.4,0.4,0.7,30.0,119.0,26.0
Manuel Locatelli,ITA,MF,Juventus,Serie A,25-079,1998,23,21,"1,791",19.9,1.2,6.0,1.2,0.9,21.0,98.0,23.0,0.06,0.11,0.06
Luka Lochoshvili,GEO,DF,Cremonese,Serie A,24-303,1998,16,14,"1,197",13.3,0.3,1.0,1.0,3.0,14.0,1.0,1.3,0.02,4.0,0.08
Banzouzi Locko,FRA,DF,Reims,Ligue 1,20-326,2002,15,13,"1,059",11.8,0.2,3.0,1.0,0.2,31.0,0.7,55.0,0.02,0.05,0.06
Banzouzi Locko,FRA,DF,Brest,Ligue 1,20-326,2002,3,1,137,1.5,3.0,4.0,1.0, ,0.0,0.0,0.0, , , 
Renan Lodi,BRA,DF,Nott'ham Forest,Premier League,24-354,1998,19,18,"1,523",16.9,0.7,5.0,0.7,0.6,22.0,24.0,51.0,0.04,0.08,0.04
Ruben Loftus-Cheek,ENG,"MF,DF",Chelsea,Premier League,27-064,1996,19,16,"1,258",14.0,0.8,1.0,0.8,1.2,39.0,70.0,64.0,0.06,0.14,0.06
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,25-149,1997,26,22,"2,017",22.4,1.0,3.0,4.0,1.0,2.6,2.6,2.9,16.0,97.0,86.0
Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,25-159,1997,26,19,"1,536",17.1,12.0,4.0,16.0,9.0,8.2,3.0,3.0,69.0,5.9,11.7
Anthony Lopes,POR,GK,Lyon,Ligue 1,32-178,1990,22,22,"1,916",21.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rony Lopes,POR,"MF,FW",Troyes,Ligue 1,27-090,1995,24,22,"1,727",19.2,5.0,5.0,10.0,5.0,4.2,4.2,4.3,43.0,70.0,86.0
David López,ESP,DF,Girona,La Liga,33-170,1989,14,13,"1,157",12.9,2.0,1.0,3.0,2.0,0.6,0.6,0.3,17.0,39.0,0.08
Diego López,ESP,GK,Rayo Vallecano,La Liga,41-145,1981,1,1,90,1.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Maxime Lopez,FRA,MF,Sassuolo,Serie A,25-114,1997,20,16,"1,514",16.8,0.6,8.0,0.6,1.6,38.0,135.0,24.0,0.04,0.13,0.04
Pau López,ESP,GK,Marseille,Ligue 1,28-105,1994,24,24,"2,160",24.0,0.0,2.0,2.0,3.0,0.0,0.4,1.0,0.0,0.08,0.08
Unai López,ESP,MF,Rayo Vallecano,La Liga,27-149,1995,24,9,906,10.1,1.0,2.0,3.0,1.0,1.0,1.0,0.8,12.0,71.0,33.0
Dion Lopy,SEN,MF,Reims,Ligue 1,21-054,2002,23,14,"1,160",12.9,0.7,1.0,1.0,5.0,16.0,0.7,1.6,0.05,81.0,30.0
Anthony Losilla,FRA,MF,Bochum,Bundesliga,37-018,1986,23,23,"2,013",22.4,0.9,2.0,2.0,3.0,12.0,0.9,0.7,0.04,71.0,32.0
Jordan Lotomba,SUI,DF,Nice,Ligue 1,24-180,1998,26,21,"1,935",21.5,0.5,2.0,2.0,4.0,65.0,0.9,1.4,0.02,75.0,0.09
Matteo Lovato,ITA,DF,Salernitana,Serie A,23-042,2000,10,4,433,4.8,1.0,7.0,1.0, ,0.0,0.0,0.0, , , 
Dejan Lovren,CRO,DF,Lyon,Ligue 1,33-266,1989,11,11,966,10.7,0.7,2.0,0.7,0.5,11.0,49.0,1.0,0.06,0.11,0.06
Sandi Lovric,SVN,MF,Udinese,Serie A,25-000,1998,26,17,"1,458",16.2,3.0,3.0,6.0,3.0,2.7,2.7,2.3,28.0,72.0,61.0
Jamal Lowe,JAM,"MF,FW",Bournemouth,Premier League,28-250,1994,2,12,0.1,1.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Anthony Lozano,HON,FW,Cádiz,La Liga,29-337,1993,21,12,"1,192",13.2,1.7,3.0,1.7,0.5,17.0,25.0,39.0,0.13,0.17,0.13
Hirving Lozano,MEX,FW,Napoli,Serie A,27-241,1995,25,15,"1,278",14.2,3.0,3.0,6.0,2.0,4.8,1.0,3.0,71.0,3.0,7.0
Pol Lozano,ESP,MF,Espanyol,La Liga,23-173,1999,4,17,0.2,1.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Jean Lucas,BRA,MF,Monaco,Ligue 1,24-279,1998,6,3,291,3.2,0.6,0.6,0.2,0.8,5.0,6.0, , , , 
Jhon Lucumí,COL,DF,Bologna,Serie A,24-275,1998,23,23,"2,000",22.2,0.5,1.0,1.0,6.0,18.0,0.2,0.8,0.02,3.0,0.05
José Luis Gayà,ESP,DF,Valencia,La Liga,27-307,1995,20,20,"1,720",19.1,1.0,2.0,3.0,1.0,1.6,4.0,0.8,50.0,5.1,86.0
José Luis Morales,ESP,"FW,MF",Villarreal,La Liga,35-248,1987,25,8,"1,016",11.3,6.0,6.0,6.0,2.0,5.5,0.9,6.4,37.0,74.0,0.53
José Luis Palomino,ARG,DF,Atalanta,Serie A,33-082,1990,9,6,505,5.6,1.0,1.0,1.0,1.0,0.2,0.3,0.5,3.0,2.0, 
Douglas Luiz,BRA,MF,Aston Villa,Premier League,24-323,1998,26,22,"1,950",21.7,3.0,5.0,8.0,3.0,1.8,1.0,1.8,32.0,4.8,94.0
Romelu Lukaku,BEL,FW,Inter,Serie A,29-319,1993,15,9,777,8.6,3.0,1.0,4.0,1.0,3.9,2.0,1.0,6.0,1.5,3.8
Castello Lukeba,FRA,DF,Lyon,Ligue 1,20-101,2002,25,24,"2,177",24.2,1.0,1.0,1.0,5.0,0.6,0.3,0.9,17.0,7.0,0.04
Dodi Lukebakio,BEL,"FW,MF",Hertha BSC,Bundesliga,25-185,1997,24,19,"1,723",19.1,10.0,1.0,11.0,6.0,6.5,4.0,6.0,70.0,2.8,6.2
Saa Lukic,SRB,MF,Fulham,Premier League,26-227,1996,4,2,210,2.3,3.0,1.0,8.0,4.0, , , , , , 
Saa Lukic,SRB,MF,Torino,Serie A,26-227,1996,16,13,"1,195",13.3,2.0,2.0,1.0,1.0,1.7,4.0,0.9,26.0,2.3,44.0
Andriy Lunin,UKR,GK,Real Madrid,La Liga,24-045,1999,6,6,540,6.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Andrey Lunyov,RUS,GK,Leverkusen,Bundesliga,31-135,1991,1,1,90,1.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Sebastiano Luperto,ITA,DF,Empoli,Serie A,26-203,1996,25,25,"2,164",24.0,1.0,1.0,1.0,4.0,0.7,0.7,0.6,11.0,56.0,3.0
Lyanco,BRA,DF,Southampton,Premier League,26-055,1997,14,7,698,7.8,0.3,4.0,0.3,0.1,5.0,20.0,2.0, , , 
Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,29-157,1993,18,11,"1,054",11.7,2.0,2.0,2.0,3.0,0.7,1.3,2.1,29.0,41.0,0.17
Youssouf M'Changama,COM,MF,Auxerre,Ligue 1,32-211,1990,20,6,648,7.2,0.3,0.3,0.8,1.1,15.0,26.0, , , , 
Awer Mabil,AUS,"MF,FW",Cádiz,La Liga,27-194,1995,5,1,165,1.8,0.2,0.2,0.2,4.0,5.0, , , , , 
Alexis Mac Allister,ARG,MF,Brighton,Premier League,24-094,1998,22,21,"1,904",21.2,7.0,1.0,8.0,3.0,7.8,4.0,6.0,36.0,2.2,6.9
Deiver Machado,COL,"DF,MF",Lens,Ligue 1,29-207,1993,25,19,"1,687",18.7,3.0,1.0,4.0,3.0,1.0,1.0,1.0,44.0,2.4,45.0
Darwin Machís,VEN,FW,Valladolid,La Liga,30-049,1993,6,4,366,4.1,0.9,1.0,1.0,1.0,18.0,1.9,2.8, ,30.0, 
James Maddison,ENG,"MF,FW",Leicester City,Premier League,26-125,1996,20,19,"1,631",18.1,9.0,6.0,15.0,9.0,4.2,4.2,6.2,47.0,109.0,104.0
Noni Madueke,ENG,FW,Chelsea,Premier League,21-018,2002,4,2,182,2.0,0.1,0.1,0.2,0.3,6.0,23.0, , , , 
Pablo Maffeo,ESP,DF,Mallorca,La Liga,25-259,1997,24,23,"1,990",22.1,1.0,3.0,4.0,1.0,0.9,1.0,0.9,53.0,2.9,44.0
Lisandro Magallán,ARG,DF,Elche,La Liga,29-182,1993,7,5,404,4.5, ,1.0,0.1,0.1,0.0, , ,0.0, , 
Soungoutou Magassa,MLI,MF,Monaco,Ligue 1,19-171,2003,1,74,0.8,2.0, ,1.0, , ,0.0,0.0,0.0,0.0, , 
Giulio Maggiore,ITA,MF,Salernitana,Serie A,25-016,1998,12,9,724,8.0,0.4,2.0,0.4,0.5,5.0,49.0,10.0, , , 
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,27-175,1995,15,10,806,9.0,0.3,4.0,1.0,0.3,1.0,0.4,15.0, , , 
Hugo Magnetti,FRA,MF,Brest,Ligue 1,24-302,1998,24,15,"1,377",15.3,0.6,2.0,2.0,0.6,26.0,1.2,61.0,0.04,0.13,0.13
Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,25-280,1997,28,22,"2,042",22.7,0.9,5.0,0.9,1.0,12.0,104.0,54.0,0.04,0.08,0.04
Harry Maguire,ENG,DF,Manchester Utd,Premier League,30-023,1993,11,5,482,5.4,0.3,3.0,0.3,0.4,5.0,2.0, , , , 
Jon Magunacelaya,ESP,"MF,FW",Real Sociedad,La Liga,22-258,2000,2,65,0.7,0.4,2.0,0.4,3.0, , , , , , , 
Riyad Mahrez,ALG,"FW,MF",Manchester City,Premier League,32-035,1991,19,12,"1,061",11.8,5.0,4.0,9.0,4.0,4.6,1.0,2.0,39.0,3.3,7.2
Arne Maier,GER,MF,Augsburg,Bundesliga,24-079,1999,21,16,"1,348",15.0,3.0,3.0,3.0,1.0,1.1,1.0,2.1,22.0,55.0,0.2
Mike Maignan,FRA,GK,Milan,Serie A,27-268,1995,11,11,990,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Linton Maina,GER,"FW,MF",Köln,Bundesliga,23-278,1999,24,18,"1,531",17.0,2.0,5.0,7.0,2.0,3.5,4.1,7.6,54.0,121.0,0.29
Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,17-343,2005,1,11,0.1,1.0,2.0,1.0, , ,0.0,0.0,0.0, , , 
Ainsley Maitland-Niles,ENG,"DF,MF",Southampton,Premier League,25-211,1997,15,9,960,10.7,10.0,3.0,0.6,0.6,0.0,10.0,0.05,0.0,0.06,0.0
Jordan Majchrzak,POL,FW,Roma,Serie A,18-171,2004,1,14,0.2,1.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Lovro Majer,CRO,"MF,FW",Rennes,Ligue 1,25-070,1998,22,12,"1,065",11.8,1.0,3.0,4.0,1.0,2.2,2.0,1.4,37.0,4.4,86.0
Jean-Victor Makengo,FRA,MF,Udinese,Serie A,24-289,1998,16,11,805,8.9,0.4,1.0,1.0,2.0,18.0,0.5,0.8, ,31.0, 
Jean-Victor Makengo,FRA,MF,Lorient,Ligue 1,24-289,1998,8,7,610,6.8,0.1,0.1,0.5,0.6,14.0,26.0, , , , 
Béni Makouana,CGO,"FW,MF",Montpellier,Ligue 1,20-181,2002,8,1,198,2.2,0.8,1.0,0.8,0.8,9.0,17.0, , , , 
Nemanja Maksimovic,SRB,MF,Getafe,La Liga,28-061,1995,17,14,"1,078",12.0,0.5,1.0,0.5,0.3,6.0,20.0,17.0,0.04,0.07,0.04
Tyrell Malacia,NED,DF,Manchester Utd,Premier League,23-223,1999,15,10,920,10.2,0.2,3.0,0.2,0.1,14.0,28.0,20.0,0.02,0.03,0.02
Lorenzo Malagrida,ITA,"DF,MF",Sampdoria,Serie A,19-155,2003,3,49,0.5,2.0,0.1,0.1,0.1,3.0, , , , , , 
Daniel Maldini,ITA,"FW,MF",Spezia,Serie A,21-168,2001,14,2,460,5.1,2.0,2.0,2.0,1.0,1.0,1.1,8.0,9.0, , 
Youssef Maleh,ITA,MF,Fiorentina,Serie A,24-218,1998,7,4,297,3.3,0.6,2.0,0.6,0.6,3.0,11.0,17.0, , , 
Youssef Maleh,ITA,MF,Lecce,Serie A,24-218,1998,10,5,441,4.9,0.2,3.0,0.2,0.1,6.0,10.0,14.0, , , 
Donyell Malen,NED,FW,Dortmund,Bundesliga,24-068,1999,17,14,"1,063",11.8,2.0,3.0,5.0,2.0,3.7,2.8,6.4,50.0,106.0,0.25
Ruslan Malinovskyi,UKR,"MF,FW",Atalanta,Serie A,29-328,1993,15,5,553,6.1,1.0,2.0,3.0,1.0,0.6,0.6,2.0,19.0,50.0,36.0
Ruslan Malinovskyi,UKR,"MF,FW",Marseille,Ligue 1,29-328,1993,11,7,678,7.5,1.0,1.0,1.0,3.0,1.4,1.5,2.9,17.0,39.0, 
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,31-279,1991,18,18,"1,473",16.4,0.9,4.0,0.9,1.1,23.0,45.0,76.0,0.05,0.12,0.05
Mickael Malsa,MTQ,MF,Valladolid,La Liga,27-167,1995,5,69,0.8,5.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,22-180,2000,26,26,"2,340",26.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,23-090,1999,2,15,0.2,1.0,2.0, , , ,0.0,0.0,0.0, , ,0.0
Gianluca Mancini,ITA,DF,Roma,Serie A,26-345,1996,26,26,"2,181",24.2,1.0,2.0,3.0,1.0,1.7,1.7,1.3,13.0,64.0,11.0
Steve Mandanda,FRA,GK,Rennes,Ligue 1,38-000,1985,26,26,"2,295",25.5,0.0,1.0,1.0,1.0,0.0,0.1,0.04,0.0,0.04,0.0
Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,29-066,1994,22,22,"1,857",20.6,0.4,4.0,0.4,0.5,28.0,70.0,41.0,0.02,0.04,0.02
Aïssa Mandi,ALG,DF,Villarreal,La Liga,31-157,1991,10,5,486,5.4,0.1,0.1,0.1,17.0,5.0, , , , , 
Rolando Mandragora,ITA,MF,Fiorentina,Serie A,25-272,1997,20,15,"1,353",15.0,2.0,3.0,5.0,2.0,1.2,1.2,3.7,14.0,101.0,44.0
Sadio Mané,SEN,FW,Bayern Munich,Bundesliga,30-352,1992,18,14,"1,076",12.0,6.0,4.0,10.0,5.0,6.7,2.0,1.0,49.0,2.7,7.8
Orel Mangala,BEL,MF,Nott'ham Forest,Premier League,25-010,1998,16,11,757,8.4,0.3,1.0,0.3,0.1,10.0,28.0,6.0, , , 
Thomas Mangani,FRA,MF,Ajaccio,Ligue 1,35-333,1987,18,9,895,9.9,1.0,1.0,2.0,1.0,1.9,3.0,0.3,9.0,1.9,72.0
Vito Mannone,ITA,GK,Lorient,Ligue 1,35-026,1988,15,14,"1,338",14.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,28-327,1994,1,11,0.1,1.0,2.0,1.0, , ,0.0,0.0,0.0, , , 
Myziane Maolida,FRA,"FW,MF",Reims,Ligue 1,24-042,1999,6,2,160,1.8,1.0,1.0,1.0,0.2,0.2,3.0,20.0,8.0, , 
Myziane Maolida,FRA,"FW,MF",Hertha BSC,Bundesliga,24-042,1999,3,1,95,1.1,1.0,0.2,0.2,9.0,0.0, , , , , 
Faitout Maouassa,FRA,"FW,DF",Montpellier,Ligue 1,24-265,1998,25,19,"1,553",17.3,3.0,5.0,8.0,3.0,1.9,2.1,4.0,34.0,84.0,0.29
Sekou Mara,FRA,"FW,MF",Southampton,Premier League,20-241,2002,19,3,451,5.0,0.9,2.0,2.0,1.0,7.0,0.8,1.6, ,25.0, 
Maranhão,BRA,"FW,MF",Valencia,La Liga,26-159,1996,16,3,436,4.8,1.0,1.0,1.0,2.0,1.5,1.3,0.4,2.0,6.0,18.0
Marcão,BRA,DF,Sevilla,La Liga,26-296,1996,4,4,360,4.0,1.0,2.0,13.0, ,0.0,0.0,0.0, , , 
Solly March,ENG,"FW,DF",Brighton,Premier League,28-251,1994,25,25,"2,150",23.9,7.0,4.0,11.0,7.0,6.5,6.5,5.1,83.0,109.0,284.0
Agustín Marchesín,ARG,GK,Celta Vigo,La Liga,35-012,1988,19,19,"1,710",19.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Marchetti,ITA,GK,Spezia,Serie A,40-049,1983,1,66,0.7,1.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Vincent Marchetti,FRA,MF,Ajaccio,Ligue 1,25-267,1997,23,22,"1,835",20.4,1.7,1.0,1.0,5.0,49.0,1.1,2.7,0.08,47.0,0.05
Riccardo Marchizza,ITA,DF,Sassuolo,Serie A,25-002,1998,7,2,181,2.0,1.0,1.0,1.0,0.2,0.0,7.0,10.0, , , 
Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,31-041,1992,23,19,"1,714",19.0,1.0,1.0,1.0,5.0,1.1,1.1,64.0,10.0,0.05,0.05
Emiliano Marcondes,DEN,MF,Bournemouth,Premier League,28-019,1995,1,9,0.1,1.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,33-348,1989,26,23,"1,974",21.9,0.2,5.0,5.0,4.0,50.0,3.0,3.2,0.01,98.0,0.23
José Mari,ESP,MF,Cádiz,La Liga,35-112,1987,13,2,325,3.6,4.0,2.0,0.3,0.4, ,1.0, , , , 
Pablo Marí,ESP,DF,Monza,Serie A,29-209,1993,20,18,"1,672",18.6,1.0,1.0,1.0,3.0,0.5,0.6,42.0,4.0,0.05,0.05
José María Giménez,URU,DF,Atlético Madrid,La Liga,28-067,1995,17,15,"1,433",15.9,1.0,1.0,1.0,7.0,1.3,0.1,1.5,6.0,3.0,0.06
Mariano,DOM,FW,Real Madrid,La Liga,29-239,1993,6,57,0.6,2.0,0.4,0.4,0.4,0.9,2.0,7.0, , , , 
Pablo Marín,ESP,MF,Real Sociedad,La Liga,19-268,2003,9,3,342,3.8,1.1,1.0,1.1,0.8,8.0,15.0,23.0, , , 
Razvan Marin,ROU,MF,Empoli,Serie A,26-309,1996,25,20,"1,844",20.5,2.0,2.0,4.0,2.0,1.1,1.1,2.1,27.0,81.0,18.0
Diego Mariño,ESP,GK,Almería,La Liga,32-323,1990,1,45,0.5, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0
Guillermo Maripán,CHI,DF,Monaco,Ligue 1,28-326,1994,19,18,"1,575",17.5,3.0,3.0,3.0,3.0,1.4,1.4,0.1,3.0,44.0,0.17
Marlon,BRA,DF,Monza,Serie A,27-202,1995,19,15,"1,215",13.5,0.1,5.0,0.1,0.3,14.0,47.0,10.0,0.01,0.03,0.01
Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,24-049,1999,24,12,"1,177",13.1,5.0,1.0,6.0,5.0,4.7,4.7,0.9,30.0,45.0,123.0
Marquinhos,BRA,MF,Arsenal,Premier League,19-355,2003,1,1, , , , , , ,0.0,0.0,0.0,0.0,0.0,0.0
Marquinhos,BRA,DF,Paris S-G,Ligue 1,28-318,1994,24,22,"1,990",22.1,2.0,2.0,2.0,2.0,1.7,0.4,2.1,4.0,9.0,0.09
Luca Marrone,ITA,DF,Monza,Serie A,33-000,1990,2,2,135,1.5,0.1,0.1,0.1,4.0, , , , , , 
